id_municipio;municipio
1423;Cruz Machado
1424;Cruz do Espírito Santo
1425;Cruzaltense
1426;Cruzeiro
1427;Cruzeiro da Fortaleza
1428;Cruzeiro do Iguaçu
1429;Cruzeiro do Oeste
1430;Cruzeiro do Sul
1431;Cruzeiro do Sul
1432;Cruzeiro do Sul
1433;Cruzeta
1434;Cruzmaltina
1435;Cruzália
1436;Cruzília
1437;Cubati
1438;Cubatão
1439;Cuiabá
1440;Cuitegi
1441;Cuité
1442;Cuité de Mamanguape
1443;Cujubim
1444;Cumari
1445;Cumaru
1446;Cumaru do Norte
1447;Cumbe
1448;Cunha
1449;Cunha Porã
1450;Cunhataí
1451;Cuparaque
1452;Cupira
1453;Curaçá
1454;Curimatá
1455;Curionópolis
1456;Curitiba
1457;Curitibanos
1458;Curiúva
1459;Currais
1460;Currais Novos
1461;Curral Novo do Piauí
1462;Curral Velho
1463;Curral de Cima
1464;Curral de Dentro
1465;Curralinho
1466;Curralinhos
1467;Cururupu
1468;Curuá
1469;Curuçá
1470;Curvelo
1471;Curvelândia
1472;Custódia
1473;Cutias
1474;Cáceres
1475;Cássia
1476;Cássia Dos Coqueiros
1477;Cândido Godói
1478;Cândido Mendes
1479;Cândido Mota
1480;Cândido Rodrigues
1481;Cândido Sales
1482;Cândido de Abreu
1483;Céu Azul
1484;Cícero Dantas
1485;Córrego Danta
1486;Córrego Fundo
1487;Córrego Novo
1488;Córrego do Bom Jesus
1489;Córrego do Ouro
1490;Cônego Marinho
1491;Damianópolis
1492;Damião
1493;Damolândia
1494;Darcinópolis
1495;Datas
1496;David Canabarro
1497;Davinópolis
1498;Davinópolis
1499;Delfim Moreira
1500;Delfinópolis
1501;Delmiro Gouveia
1502;Delta
1503;Demerval Lobão
1504;Denise
1505;Deodápolis
1506;Deputado Irapuan Pinheiro
1507;Derrubadas
1508;Descalvado
1509;Descanso
1510;Descoberto
1511;Desterro
1512;Desterro de Entre Rios
1513;Desterro do Melo
1514;Dezesseis de Novembro
1515;Diadema
1516;Diamante
1517;Diamante D´oeste
1518;Diamante do Norte
1519;Diamante do Sul
1520;Diamantina
1521;Diamantino
1522;Dianópolis
1523;Dias D´ávila
1524;Dilermando de Aguiar
1525;Diogo de Vasconcelos
1526;Dionísio
1527;Dionísio Cerqueira
1528;Diorama
1529;Dirce Reis
1530;Dirceu Arcoverde
1531;Divina Pastora
1532;Divino
1533;Divino Das Laranjeiras
1534;Divino de São Lourenço
1535;Divinolândia
1536;Divinolândia de Minas
1537;Divinésia
1538;Divinópolis
1539;Divinópolis de Goiás
1540;Divinópolis do Tocantins
1541;Divisa Alegre
1542;Divisa Nova
1543;Divisópolis
1544;Dobrada
1545;Dois Córregos
1546;Dois Irmãos
1547;Dois Irmãos Das Missões
1548;Dois Irmãos do Buriti
1549;Dois Irmãos do Tocantins
1550;Dois Lajeados
1551;Dois Riachos
1552;Dois Vizinhos
1553;Dolcinópolis
1554;Dom Aquino
1555;Dom Basílio
1556;Dom Bosco
1557;Dom Cavati
1558;Dom Eliseu
1559;Dom Expedito Lopes
1560;Dom Feliciano
1561;Dom Inocêncio
1562;Dom Joaquim
1563;Dom Macedo Costa
1564;Dom Pedrito
1565;Dom Pedro
1566;Dom Pedro de Alcântara
1567;Dom Silvério
1568;Dom Viçoso
1569;Domingos Martins
1570;Domingos Mourão
1571;Dona Emma
1572;Dona Eusébia
1573;Dona Francisca
1574;Dona Inês
1575;Dores de Campos
1576;Dores de Guanhães
1577;Dores do Indaiá
1578;Dores do Rio Preto
1579;Dores do Turvo
1580;Doresópolis
1581;Dormentes
1582;Douradina
1583;Douradina
1584;Dourado
1585;Douradoquara
1586;Dourados
1587;Doutor Camargo
1588;Doutor Maurício Cardoso
1589;Doutor Pedrinho
1590;Doutor Ricardo
1591;Doutor Severiano
1592;Doutor Ulysses
1593;Doverlândia
1594;Dracena
1595;Duartina
1596;Duas Barras
1597;Duas Estradas
1598;Dueré
1599;Dumont
1600;Duque Bacelar
1601;Duque de Caxias
1602;Durandé
1603;Dário Meira
1604;Echaporã
1605;Ecoporanga
1606;Edealina
1607;Edéia
1608;Eirunepé
1609;Eldorado
1610;Eldorado
1611;Eldorado Dos Carajás
1612;Eldorado do Sul
1613;Elesbão Veloso
1614;Elias Fausto
1615;Eliseu Martins
1616;Elisiário
1617;Elísio Medrado
1618;Elói Mendes
1619;Emas
1620;Embaúba
1621;Embu
1622;Embu-guaçu
1623;Emilianópolis
1624;Encantado
1625;Encanto
1626;Encruzilhada
1627;Encruzilhada do Sul
1628;Engenheiro Beltrão
1629;Engenheiro Caldas
1630;Engenheiro Coelho
1631;Engenheiro Navarro
1632;Engenheiro Paulo de Frontin
1633;Engenho Velho
1634;Entre Folhas
1635;Entre Rios
1636;Entre Rios
1637;Entre Rios de Minas
1638;Entre Rios do Oeste
1639;Entre Rios do Sul
1640;Entre-ijuís
1641;Envira
1642;Enéas Marques
1643;Epitaciolândia
1644;Equador
1645;Erebango
1646;Erechim
1647;Ererê
1648;Ermo
1649;Ernestina
1650;Erval Grande
1651;Erval Seco
1652;Erval Velho
1653;Ervália
1654;Escada
1655;Esmeralda
1656;Esmeraldas
1657;Espera Feliz
1658;Esperantina
1659;Esperantina
1660;Esperantinópolis
1661;Esperança
1662;Esperança Nova
1663;Esperança do Sul
1664;Espigão Alto do Iguaçu
1665;Espigão D´oeste
1666;Espinosa
1667;Esplanada
1668;Espumoso
1669;Espírito Santo
1670;Espírito Santo do Dourado
1671;Espírito Santo do Pinhal
1672;Espírito Santo do Turvo
1673;Estação
1674;Esteio
1675;Estiva
1676;Estiva Gerbi
1677;Estreito
1678;Estrela
1679;Estrela Dalva
1680;Estrela D´oeste
1681;Estrela Velha
1682;Estrela de Alagoas
1683;Estrela do Indaiá
1684;Estrela do Norte
1685;Estrela do Norte
1686;Estrela do Sul
1687;Estância
1688;Estância Velha
1689;Euclides da Cunha
1690;Euclides da Cunha Paulista
1691;Eugenópolis
1692;Eugênio de Castro
1693;Eunápolis
1694;Eusébio
1695;Ewbank da Câmara
1696;Extrema
1697;Extremoz
1698;Exu
1699;Fagundes
1700;Fagundes Varela
1701;Faina
1702;Fama
1703;Faria Lemos
1704;Farias Brito
1705;Faro
1706;Farol
1707;Farroupilha
1708;Fartura
1709;Fartura do Piauí
1710;Faxinal
1711;Faxinal Dos Guedes
1712;Faxinal do Soturno
1713;Faxinalzinho
1714;Fazenda Nova
1715;Fazenda Rio Grande
1716;Fazenda Vilanova
1717;Feijó
1718;Feira Grande
1719;Feira Nova
1720;Feira Nova
1721;Feira Nova do Maranhão
1722;Feira da Mata
1723;Feira de Santana
1724;Felipe Guerra
1725;Felisburgo
1726;Felixlândia
1727;Feliz
1728;Feliz Deserto
1729;Feliz Natal
1730;Felício Dos Santos
1731;Fernandes Pinheiro
1732;Fernandes Tourinho
1733;Fernando Falcão
1734;Fernando Pedroza
1735;Fernando Prestes
1736;Fernando de Noronha
1737;Fernandópolis
1738;Fernão
1739;Ferraz de Vasconcelos
1740;Ferreira Gomes
1741;Ferreiros
1742;Ferros
1743;Fervedouro
1744;Figueira
1745;Figueirão
1746;Figueirópolis
1747;Figueirópolis D´oeste
1748;Filadélfia
1749;Filadélfia
1750;Firmino Alves
1751;Firminópolis
1752;Flexeiras
1753;Flor da Serra do Sul
1754;Flor do Sertão
1755;Flora Rica
1756;Floraí
1757;Floreal
1758;Flores
1759;Flores da Cunha
1760;Flores de Goiás
1761;Flores do Piauí
1762;Floresta
1763;Floresta
1764;Floresta Azul
1765;Floresta do Araguaia
1766;Floresta do Piauí
1767;Florestal
1768;Florestópolis
1769;Floriano
1770;Floriano Peixoto
1771;Florianópolis
1772;Florânia
1773;Florínia
1774;Flórida
1775;Flórida Paulista
1776;Fonte Boa
1777;Fontoura Xavier
1778;Formiga
1779;Formigueiro
1780;Formosa
1781;Formosa da Serra Negra
1782;Formosa do Oeste
1783;Formosa do Rio Preto
1784;Formosa do Sul
1785;Formoso
1786;Formoso
1787;Formoso do Araguaia
1788;Forquetinha
1789;Forquilha
1790;Forquilhinha
1791;Fortaleza
1792;Fortaleza Dos Nogueiras
1793;Fortaleza Dos Valos
1794;Fortaleza de Minas
1795;Fortaleza do Tabocão
1796;Fortim
1797;Fortuna
1798;Fortuna de Minas
1799;Foz do Iguaçu
1800;Foz do Jordão
1801;Fraiburgo
1802;Franca
1803;Francinópolis
1804;Francisco Alves
1805;Francisco Ayres
1806;Francisco Badaró
1807;Francisco Beltrão
1808;Francisco Dantas
1809;Francisco Dumont
1810;Francisco Macedo
1811;Francisco Morato
1812;Francisco Santos
1813;Francisco sá
1814;Franciscópolis
1815;Franco da Rocha
1816;Frecheirinha
1817;Frederico Westphalen
1818;Frei Gaspar
1819;Frei Inocêncio
1820;Frei Lagonegro
1821;Frei Martinho
1822;Frei Miguelinho
1823;Frei Paulo
1824;Frei Rogério
1825;Fronteira
1826;Fronteira Dos Vales
1827;Fronteiras
1828;Fruta de Leite
1829;Frutal
1830;Frutuoso Gomes
1831;Fundão
1832;Funilândia
1833;Fátima
1834;Fátima
1835;Fátima do Sul
1836;Fênix
1837;Gabriel Monteiro
1838;Gado Bravo
1839;Galiléia
1840;Galinhos
1841;Galvão
1842;Gameleira
1843;Gameleira de Goiás
1844;Gameleiras
1845;Gandu
1846;Garanhuns
1847;Gararu
1848;Garibaldi
1849;Garopaba
1850;Garrafão do Norte
1851;Garruchos
1852;Garuva
1853;Garça
1854;Gaspar
1855;Gastão Vidigal
1856;Gaurama
1857;Gavião
1858;Gavião Peixoto
1859;Gaúcha do Norte
1860;Geminiano
1861;General Carneiro
1862;General Carneiro
1863;General Câmara
1864;General Maynard
1865;General Salgado
1866;General Sampaio
1867;Gentil
1868;Gentio do Ouro
1869;Getulina
1870;Getúlio Vargas
1871;Gilbués
1872;Girau do Ponciano
1873;Giruá
1874;Glaucilândia
1875;Glicério
1876;Glorinha
1877;Glória
1878;Glória D´oeste
1879;Glória de Dourados
1880;Glória do Goitá
1881;Godofredo Viana
1882;Godoy Moreira
1883;Goiabeira
1884;Goiana
1885;Goiandira
1886;Goianinha
1887;Goianira
1888;Goianorte
1889;Goianá
1890;Goianápolis
1891;Goianésia
1892;Goianésia do Pará
1893;Goiatins
1894;Goiatuba
1895;Goioerê
1896;Goioxim
1897;Goiás
1898;Goiânia
1899;Gongogi
1900;Gonzaga
1901;Gonçalves
1902;Gonçalves Dias
1903;Gouveia
1904;Gouvelândia
1905;Governador Archer
1906;Governador Celso Ramos
1907;Governador Dix-sept Rosado
1908;Governador Edison Lobão
1909;Governador Eugênio Barros
1910;Governador Jorge Teixeira
1911;Governador Lindenberg
1912;Governador Lomanto Júnior
1913;Governador Luiz Rocha
1914;Governador Mangabeira
1915;Governador Newton Bello
1916;Governador Nunes Freire
1917;Governador Valadares
1918;Gracho Cardoso
1919;Grajaú
1920;Gramado
1921;Gramado Dos Loureiros
1922;Gramado Xavier
1923;Grandes Rios
1924;Granito
1925;Granja
1926;Granjeiro
1927;Gravatal
1928;Gravataí
1929;Gravatá
1930;Graça
1931;Graça Aranha
1932;Groaíras
1933;Grossos
1934;Grupiara
1935;Grão Mogol
1936;Grão Pará
1937;Guabiju
1938;Guabiruba
1939;Guadalupe
1940;Guaimbê
1941;Guairaçá
1942;Guaiçara
1943;Guaiúba
1944;Guajará
1945;Guajará-mirim
1946;Guajeru
1947;Guamaré
1948;Guamiranga
1949;Guanambi
1950;Guanhães
1951;Guapiara
1952;Guapiaçu
1953;Guapimirim
1954;Guapirama
1955;Guaporema
1956;Guaporé
1957;Guapé
1958;Guapó
1959;Guarabira
1960;Guaraci
1961;Guaraci
1962;Guaraciaba
1963;Guaraciaba
1964;Guaraciaba do Norte
1965;Guaraciama
1966;Guaramiranga
1967;Guaramirim
1968;Guarani
1969;Guarani Das Missões
1970;Guarani D´oeste
1971;Guarani de Goiás
1972;Guaraniaçu
1973;Guarantã
1974;Guarantã do Norte
1975;Guaranésia
1976;Guarapari
1977;Guarapuava
1978;Guaraqueçaba
1979;Guararapes
1980;Guararema
1981;Guarará
1982;Guaratinga
1983;Guaratinguetá
1984;Guaratuba
1985;Guaraçaí
1986;Guaraí
1987;Guaraíta
1988;Guarda-mor
1989;Guareí
1990;Guariba
1991;Guaribas
1992;Guarinos
1993;Guarujá
1994;Guarujá do Sul
1995;Guarulhos
1996;Guará
1997;Guatambú
1998;Guatapará
1999;Guaxupé
2000;Guaçuí
2001;Guaíba
2002;Guaíra
2003;Guaíra
2004;Guia Lopes da Laguna
2005;Guidoval
2006;Guimarânia
2007;Guimarães
2008;Guiratinga
2009;Guiricema
2010;Gurinhatã
2011;Gurinhém
2012;Gurjão
2013;Gurupi
2014;Gurupá
2015;Guzolândia
2016;Gália
2017;Harmonia
2018;Heitoraí
2019;Heliodora
2020;Heliópolis
2021;Herculândia
2022;Herval
2023;Herval D´oeste
2024;Herveiras
2025;Hidrolina
2026;Hidrolândia
2027;Hidrolândia
2028;Holambra
2029;Honório Serpa
2030;Horizonte
2031;Horizontina
2032;Hortolândia
2033;Hugo Napoleão
2034;Hulha Negra
2035;Humaitá
2036;Humaitá
2037;Humberto de Campos
2038;Iacanga
2039;Iaciara
2040;Iacri
2041;Iapu
2042;Iaras
2043;Iati
2044;Iaçu
2045;Ibaiti
2046;Ibarama
2047;Ibaretama
2048;Ibateguara
2049;Ibatiba
2050;Ibaté
2051;Ibema
2052;Ibertioga
2053;Ibiam
2054;Ibiapina
2055;Ibiara
2056;Ibiassucê
2057;Ibiaçá
2058;Ibiaí
2059;Ibicaraí
2060;Ibicaré
2061;Ibicoara
2062;Ibicuitinga
2063;Ibicuí
2064;Ibimirim
2065;Ibipeba
2066;Ibipitanga
2067;Ibiporã
2068;Ibiquera
2069;Ibiracatu
2070;Ibiraci
2071;Ibiraiaras
2072;Ibirajuba
2073;Ibirama
2074;Ibirapitanga
2075;Ibirapuitã
2076;Ibirapuã
2077;Ibirarema
2078;Ibirataia
2079;Ibiraçu
2080;Ibirité
2081;Ibirubá
2082;Ibirá
2083;Ibitiara
2084;Ibitinga
2085;Ibitirama
2086;Ibititá
2087;Ibitiúra de Minas
2088;Ibituruna
2089;Ibiá
2090;Ibiúna
2091;Ibotirama
2092;Icapuí
2093;Icaraí de Minas
2094;Icaraíma
2095;Icatu
2096;Ichu
2097;Iconha
2098;Icém
2099;Icó
2100;Ielmo Marinho
2101;Iepê
2102;Igaci
2103;Igaporã
2104;Igaracy
2105;Igarapava
2106;Igarapé
2107;Igarapé Grande
2108;Igarapé do Meio
2109;Igarapé-açu
2110;Igarapé-miri
2111;Igarassu
2112;Igaratinga
2113;Igaratá
2114;Igaraçu do Tietê
2115;Igrapiúna
2116;Igreja Nova
2117;Igrejinha
2118;Iguaba Grande
2119;Iguape
2120;Iguaraci
2121;Iguaraçu
2122;Iguatama
2123;Iguatemi
2124;Iguatu
2125;Iguatu
2126;Iguaí
2127;Ijaci
2128;Ijuí
2129;Ilha Comprida
2130;Ilha Das Flores
2131;Ilha Grande
2132;Ilha Solteira
2133;Ilha de Itamaracá
2134;Ilhabela
2135;Ilhota
2136;Ilhéus
2137;Ilicínea
2138;Ilópolis
2139;Imaculada
2140;Imaruí
2141;Imbaú
2142;Imbituba
2143;Imbituva
2144;Imbuia
2145;Imbé
2146;Imbé de Minas
2147;Imigrante
2148;Imperatriz
2149;Inaciolândia
2150;Inajá
2151;Inajá
2152;Inconfidentes
2153;Indaiabira
2154;Indaial
2155;Indaiatuba
2156;Independência
2157;Independência
2158;Indiana
2159;Indianópolis
2160;Indianópolis
2161;Indiaporã
2162;Indiara
2163;Indiaroba
2164;Indiavaí
2165;Ingazeira
2166;Ingaí
2167;Ingá
2168;Inhacorá
2169;Inhambupe
2170;Inhangapi
2171;Inhapi
2172;Inhapim
2173;Inhaúma
2174;Inhuma
2175;Inhumas
2176;Inimutaba
2177;Inocência
2178;Inácio Martins
2179;Inúbia Paulista
2180;Iomerê
2181;Ipaba
2182;Ipameri
2183;Ipanema
2184;Ipanguaçu
2185;Ipaporanga
2186;Ipatinga
2187;Ipaumirim
2188;Ipaussu
2189;Ipecaetá
2190;Iperó
2191;Ipeúna
2192;Ipiaçu
2193;Ipiaú
2194;Ipiguá
2195;Ipira
2196;Ipiranga
2197;Ipiranga de Goiás
2198;Ipiranga do Norte
2199;Ipiranga do Piauí
2200;Ipiranga do Sul
2201;Ipirá
2202;Ipixuna
2203;Ipixuna do Pará
2204;Ipojuca
2205;Iporanga
2206;Iporá
2207;Iporã
2208;Iporã do Oeste
2209;Ipu
2210;Ipuaçu
2211;Ipubi
2212;Ipueira
2213;Ipueiras
2214;Ipueiras
2215;Ipuiúna
2216;Ipumirim
2217;Ipupiara
2218;Ipuã
2219;Ipê
2220;Iracema
2221;Iracema
2222;Iracema do Oeste
2223;Iraceminha
2224;Iracemápolis
2225;Irajuba
2226;Iramaia
2227;Iranduba
2228;Irani
2229;Irapuru
2230;Irapuã
2231;Iraquara
2232;Irará
2233;Irati
2234;Irati
2235;Irauçuba
2236;Iraí
2237;Iraí de Minas
2238;Irecê
2239;Iretama
2240;Irineópolis
2241;Irituia
2242;Irupi
2243;Isaías Coelho
2244;Israelândia
2245;Itaara
2246;Itabaiana
2247;Itabaiana
2248;Itabaianinha
2249;Itabela
2250;Itaberaba
2251;Itaberaí
2252;Itaberá
2253;Itabi
2254;Itabira
2255;Itabirinha
2256;Itabirito
2257;Itaboraí
2258;Itabuna
2259;Itacajá
2260;Itacambira
2261;Itacarambi
2262;Itacaré
2263;Itacoatiara
2264;Itacuruba
2265;Itacurubi
2266;Itaeté
2267;Itagi
2268;Itagibá
2269;Itagimirim
2270;Itaguajé
2271;Itaguara
2272;Itaguari
2273;Itaguaru
2274;Itaguatins
2275;Itaguaçu
2276;Itaguaçu da Bahia
2277;Itaguaí
2278;Itainópolis
2279;Itaipava do Grajaú
2280;Itaipulândia
2281;Itaipé
2282;Itaitinga
2283;Itaituba
2284;Itaiçaba
2285;Itaiópolis
2286;Itajaí
2287;Itajobi
2288;Itaju
2289;Itaju do Colônia
2290;Itajubá
2291;Itajuípe
2292;Itajá
2293;Itajá
2294;Italva
2295;Itamaraju
2296;Itamarandiba
2297;Itamarati
2298;Itamarati de Minas
2299;Itamari
2300;Itambacuri
2301;Itambaracá
2302;Itambé
2303;Itambé
2304;Itambé
2305;Itambé do Mato Dentro
2306;Itamogi
2307;Itamonte
2308;Itanagra
2309;Itanhandu
2310;Itanhangá
2311;Itanhaém
2312;Itanhomi
2313;Itanhém
2314;Itaobim
2315;Itaocara
2316;Itapaci
2317;Itapagipe
2318;Itapagé
2319;Itaparica
2320;Itapebi
2321;Itapecerica
2322;Itapecerica da Serra
2323;Itapecuru Mirim
2324;Itapejara D´oeste
2325;Itapema
2326;Itapemirim
2327;Itaperuna
2328;Itaperuçu
2329;Itapetim
2330;Itapetinga
2331;Itapetininga
2332;Itapeva
2333;Itapeva
2334;Itapevi
2335;Itapicuru
2336;Itapipoca
2337;Itapira
2338;Itapiranga
2339;Itapiranga
2340;Itapirapuã
2341;Itapirapuã Paulista
2342;Itapiratins
2343;Itapissuma
2344;Itapitanga
2345;Itapiúna
2346;Itaporanga
2347;Itaporanga
2348;Itaporanga D´ajuda
2349;Itapororoca
2350;Itaporã
2351;Itaporã do Tocantins
2352;Itapoá
2353;Itapuca
2354;Itapura
2355;Itapuranga
2356;Itapuã do Oeste
2357;Itapuí
2358;Itapé
2359;Itaquaquecetuba
2360;Itaquara
2361;Itaqui
2362;Itaquiraí
2363;Itaquitinga
2364;Itarana
2365;Itarantim
2366;Itararé
2367;Itarema
2368;Itariri
2369;Itarumã
2370;Itati
2371;Itatiaia
2372;Itatiaiuçu
2373;Itatiba
2374;Itatiba do Sul
2375;Itatim
2376;Itatinga
2377;Itatira
2378;Itatuba
2379;Itaubal
2380;Itaueira
2381;Itauçu
2382;Itaverava
2383;Itaí
2384;Itaíba
2385;Itaóca
2386;Itaú
2387;Itaú de Minas
2388;Itaúba
2389;Itaúna
2390;Itaúna do Sul
2391;Itinga
2392;Itinga do Maranhão
2393;Itiquira
2394;Itirapina
2395;Itirapuã
2396;Itiruçu
2397;Itiúba
2398;Itobi
2399;Itororó
2400;Itu
2401;Ituaçu
2402;Ituberá
2403;Itueta
2404;Ituiutaba
2405;Itumbiara
2406;Itumirim
2407;Itupeva
2408;Itupiranga
2409;Ituporanga
2410;Iturama
2411;Itutinga
2412;Ituverava
2413;Itá
2414;Itápolis
2415;Iuiú
2416;Ivaiporã
2417;Ivatuba
2418;Ivaté
2419;Ivaí
2420;Ivinhema
2421;Ivolândia
2422;Ivorá
2423;Ivoti
2424;Içara
2425;Iúna
2426;Jaboatão Dos Guararapes
2427;Jaborandi
2428;Jaborandi
2429;Jaborá
2430;Jaboti
2431;Jaboticaba
2432;Jaboticabal
2433;Jaboticatubas
2434;Jacaraci
2435;Jacaraú
2436;Jacareacanga
2437;Jacarezinho
2438;Jacareí
2439;Jacaré Dos Homens
2440;Jaci
2441;Jaciara
2442;Jacinto
2443;Jacinto Machado
2444;Jacobina
2445;Jacobina do Piauí
2446;Jacuizinho
2447;Jacundá
2448;Jacupiranga
2449;Jacutinga
2450;Jacutinga
2451;Jacuí
2452;Jacuípe
2453;Jaguapitã
2454;Jaguaquara
2455;Jaguarari
2456;Jaguaraçu
2457;Jaguaretama
2458;Jaguari
2459;Jaguariaíva
2460;Jaguaribara
2461;Jaguaribe
2462;Jaguaripe
2463;Jaguariúna
2464;Jaguaruana
2465;Jaguaruna
2466;Jaguarão
2467;Jaguaré
2468;Jaicós
2469;Jales
2470;Jambeiro
2471;Jampruca
2472;Janaúba
2473;Jandaia
2474;Jandaia do Sul
2475;Jandaíra
2476;Jandaíra
2477;Jandira
2478;Janduís
2479;Jangada
2480;Janiópolis
2481;Januária
2482;Januário Cicco
2483;Japaratinga
2484;Japaratuba
2485;Japaraíba
2486;Japeri
2487;Japi
2488;Japira
2489;Japoatã
2490;Japonvar
2491;Japorã
2492;Japurá
2493;Japurá
2494;Jaqueira
2495;Jaquirana
2496;Jaraguari
2497;Jaraguá
2498;Jaraguá do Sul
2499;Jaramataia
2500;Jardim
2501;Jardim
2502;Jardim Alegre
2503;Jardim Olinda
2504;Jardim de Angicos
2505;Jardim de Piranhas
2506;Jardim do Mulato
2507;Jardim do Seridó
2508;Jardinópolis
2509;Jardinópolis
2510;Jari
2511;Jarinu
2512;Jaru
2513;Jataizinho
2514;Jataí
2515;Jataúba
2516;Jateí
2517;Jati
2518;Jatobá
2519;Jatobá
2520;Jatobá do Piauí
2521;Jaupaci
2522;Jauru
2523;Jaçanã
2524;Jaíba
2525;Jaú
2526;Jaú do Tocantins
2527;Jeceaba
2528;Jenipapo Dos Vieiras
2529;Jenipapo de Minas
2530;Jequeri
2531;Jequitaí
2532;Jequitibá
2533;Jequitinhonha
2534;Jequiá da Praia
2535;Jequié
2536;Jeremoabo
2537;Jericó
2538;Jeriquara
2539;Jerumenha
2540;Jerônimo Monteiro
2541;Jesuânia
2542;Jesuítas
2543;Jesúpolis
2544;Ji-paraná
2545;Jijoca de Jericoacoara
2546;Jiquiriçá
2547;Jitaúna
2548;Joanésia
2549;Joanópolis
2550;Joaquim Felício
2551;Joaquim Gomes
2552;Joaquim Nabuco
2553;Joaquim Pires
2554;Joaquim Távora
2555;Joaçaba
2556;Joaíma
2557;Joca Marques
2558;Joinville
2559;Jordânia
2560;Jordão
2561;Joselândia
2562;Josenópolis
2563;José Boiteux
2564;José Bonifácio
2565;José Gonçalves de Minas
2566;José Raydan
2567;José da Penha
2568;José de Freitas
2569;Joviânia
2570;João Alfredo
2571;João Costa
2572;João Câmara
2573;João Dias
2574;João Dourado
2575;João Lisboa
2576;João Monlevade
2577;João Neiva
2578;João Pessoa
2579;João Pinheiro
2580;João Ramalho
2581;Juara
2582;Juarez Távora
2583;Juarina
2584;Juatuba
2585;Juazeirinho
2586;Juazeiro
2587;Juazeiro do Norte
2588;Juazeiro do Piauí
2589;Jucati
2590;Jucurutu
2591;Jucuruçu
2592;Jucás
2593;Juiz de Fora
2594;Jumirim
2595;Junco do Maranhão
2596;Junco do Seridó
2597;Jundiaí
2598;Jundiaí do Sul
2599;Jundiá
2600;Jundiá
2601;Junqueiro
2602;Junqueirópolis
2603;Jupi
2604;Jupiá
2605;Juquitiba
2606;Juquiá
2607;Juramento
2608;Juranda
2609;Jurema
2610;Jurema
2611;Juripiranga
2612;Juru
2613;Juruaia
2614;Juruena
2615;Juruti
2616;Juruá
2617;Juscimeira
2618;Jussara
2619;Jussara
2620;Jussara
2621;Jussari
2622;Jussiape
2623;Jutaí
2624;Juti
2625;Juvenília
2626;Juína
2627;Jóia
2628;Júlio Borges
2629;Júlio Mesquita
2630;Júlio de Castilhos
2631;Kaloré
2632;Lacerdópolis
2633;Ladainha
2634;Ladário
2635;Lafaiete Coutinho
2636;Lagamar
2637;Lagarto
2638;Lages
2639;Lago Dos Rodrigues
2640;Lago Verde
2641;Lago da Pedra
2642;Lago do Junco
2643;Lagoa
2644;Lagoa Alegre
2645;Lagoa Bonita do Sul
2646;Lagoa Dos Gatos
2647;Lagoa Dos Patos
2648;Lagoa Dos Três Cantos
2649;Lagoa Dourada
2650;Lagoa D´anta
2651;Lagoa Formosa
2652;Lagoa Grande
2653;Lagoa Grande
2654;Lagoa Grande do Maranhão
2655;Lagoa Nova
2656;Lagoa Real
2657;Lagoa Salgada
2658;Lagoa Santa
2659;Lagoa Santa
2660;Lagoa Seca
2661;Lagoa Vermelha
2662;Lagoa da Canoa
2663;Lagoa da Confusão
2664;Lagoa da Prata
2665;Lagoa de Dentro
2666;Lagoa de Pedras
2667;Lagoa de São Francisco
2668;Lagoa de Velhos
2669;Lagoa do Barro do Piauí
2670;Lagoa do Carro
2671;Lagoa do Itaenga
2672;Lagoa do Mato
2673;Lagoa do Ouro
2674;Lagoa do Piauí
2675;Lagoa do Sítio
2676;Lagoa do Tocantins
2677;Lagoinha
2678;Lagoinha do Piauí
2679;Lagoão
2680;Laguna
2681;Laguna Carapã
2682;Laje
2683;Laje do Muriaé
2684;Lajeado
2685;Lajeado
2686;Lajeado Grande
2687;Lajeado Novo
2688;Lajeado do Bugre
2689;Lajedinho
2690;Lajedo
2691;Lajedo do Tabocal
2692;Lajedão
2693;Lajes
2694;Lajes Pintadas
2695;Lajinha
2696;Lamarão
2697;Lambari
2698;Lambari D´oeste
2699;Lamim
2700;Landri Sales
2701;Lapa
2702;Lapão
2703;Laranja da Terra
2704;Laranjal
2705;Laranjal
2706;Laranjal Paulista
2707;Laranjal do Jari
2708;Laranjeiras
2709;Laranjeiras do Sul
2710;Lassance
2711;Lastro
2712;Laurentino
2713;Lauro Muller
2714;Lauro de Freitas
2715;Lavandeira
2716;Lavras
2717;Lavras da Mangabeira
2718;Lavras do Sul
2719;Lavrinhas
2720;Lavínia
2721;Leandro Ferreira
2722;Lebon Régis
2723;Leme
2724;Leme do Prado
2725;Lençóis
2726;Lençóis Paulista
2727;Leoberto Leal
2728;Leopoldina
2729;Leopoldo de Bulhões
2730;Leópolis
2731;Liberato Salzano
2732;Liberdade
2733;Licínio de Almeida
2734;Lidianópolis
2735;Lima Campos
2736;Lima Duarte
2737;Limeira
2738;Limeira do Oeste
2739;Limoeiro
2740;Limoeiro de Anadia
2741;Limoeiro do Ajuru
2742;Limoeiro do Norte
2743;Lindoeste
2744;Lindolfo Collor
2745;Lindóia
2746;Lindóia do Sul
2747;Linha Nova
2748;Linhares
2749;Lins
2750;Livramento
2751;Livramento de Nossa Senhora
2752;Lizarda
2753;Loanda
2754;Lobato
2755;Logradouro
2756;Londrina
2757;Lontra
2758;Lontras
2759;Lorena
2760;Loreto
2761;Lourdes
2762;Louveira
