;codigo_ibg;freq;Ano
17907;3550100;2;2014
17908;3550308;13185;2014
17909;3550506;1;2014
17910;3550605;3;2014
17911;3550704;15;2014
17912;3550902;2;2014
17913;3551009;35;2014
17914;3551702;39;2014
17915;3552205;62;2014
17916;3552403;35;2014
17917;3552502;278;2014
17918;3552601;1;2014
17919;3552809;49;2014
17920;3553005;1;2014
17921;3553203;1;2014
17922;3553302;9;2014
17923;3553708;4;2014
17924;3553807;5;2014
17925;3554003;25;2014
17926;3554102;96;2014
17927;3554409;1;2014
17928;3554805;9;2014
17929;3555000;2;2014
17930;3555406;4;2014
17931;3556206;6;2014
17932;3556404;3;2014
17933;3556503;3;2014
17934;3556701;26;2014
17935;3556909;1;2014
17936;3557006;6;2014
17937;3557105;3;2014
17938;4100806;1;2014
17939;4101101;1;2014
17940;4101408;113;2014
17941;4101507;30;2014
17942;4101804;8;2014
17943;4102000;1;2014
17944;4102109;8;2014
17945;4102802;4;2014
17946;4103057;3;2014
17947;4103602;3;2014
17948;4103701;133;2014
17949;4103909;1;2014
17950;4104204;8;2014
17951;4104303;10;2014
17952;4104402;1;2014
17953;4104709;2;2014
17954;4104808;147;2014
17955;4104907;8;2014
17956;4105409;2;2014
17957;4105508;2;2014
17958;4105805;3;2014
17959;4106407;11;2014
17960;4106704;2;2014
17961;4106902;1068;2014
17962;4107207;1;2014
17963;4107405;1;2014
17964;4107504;1;2014
17965;4107652;7;2014
17966;4108205;1;2014
17967;4108304;116;2014
17968;4108403;6;2014
17969;4108601;1;2014
17970;4108809;1;2014
17971;4109500;2;2014
17972;4109609;18;2014
17973;4109807;7;2014
17974;4110003;1;2014
17975;4110078;2;2014
17976;4110300;1;2014
17977;4110607;1;2014
17978;4111555;1;2014
17979;4112702;2;2014
17980;4113304;3;2014
17981;4113502;2;2014
17982;4113700;242;2014
17983;4113759;1;2014
17984;4114203;8;2014
17985;4114500;7;2014
17986;4114609;2;2014
17987;4115002;1;2014
17988;4115200;31;2014
17989;4115705;3;2014
17990;4115754;1;2014
17991;4115804;3;2014
17992;4116208;1;2014
17993;4116604;1;2014
17994;4116901;4;2014
17995;4117008;2;2014
17996;4117305;1;2014
17997;4117701;2;2014
17998;4117909;2;2014
17999;4118105;4;2014
18000;4118204;7;2014
18001;4118402;2;2014
18002;4118808;1;2014
18003;4118907;1;2014
18004;4119152;11;2014
18005;4119509;2;2014
18006;4119608;8;2014
18007;4119905;140;2014
18008;4119954;1;2014
18009;4120002;6;2014
18010;4120200;1;2014
18011;4120309;1;2014
18012;4120606;3;2014
18013;4120853;2;2014
18014;4121208;1;2014
18015;4121406;2;2014
18016;4122008;1;2014
18017;4122404;7;2014
18018;4124707;1;2014
18019;4125100;1;2014
18020;4125506;66;2014
18021;4125605;5;2014
18022;4126108;2;2014
18023;4126504;1;2014
18024;4127106;4;2014
18025;4127304;1;2014
18026;4127700;9;2014
18027;4128104;47;2014
18028;4128203;2;2014
18029;4128401;1;2014
18030;4200507;1;2014
18031;4200804;5;2014
18032;4201406;22;2014
18033;4201802;1;2014
18034;4201950;6;2014
18035;4202008;1;2014
18036;4202404;22;2014
18037;4202453;7;2014
18038;4202800;3;2014
18039;4202909;3;2014
18040;4203006;13;2014
18041;4203204;14;2014
18042;4203600;3;2014
18043;4203709;4;2014
18044;4203808;3;2014
18045;4203956;1;2014
18046;4204202;30;2014
18047;4204608;10;2014
18048;4205407;203;2014
18049;4205506;1;2014
18050;4205704;13;2014
18051;4205803;5;2014
18052;4206504;6;2014
18053;4206603;6;2014
18054;4206652;1;2014
18055;4206702;2;2014
18056;4206801;2;2014
18057;4206900;2;2014
18058;4207007;4;2014
18059;4207304;3;2014
18060;4207502;12;2014
18061;4208104;1;2014
18062;4208203;38;2014
18063;4208302;4;2014
18064;4208450;1;2014
18065;4208906;11;2014
18066;4209003;4;2014
18067;4209102;83;2014
18068;4209300;80;2014
18069;4209409;1;2014
18070;4210209;1;2014
18071;4211207;3;2014
18072;4211900;4;2014
18073;4212205;1;2014
18074;4212502;2;2014
18075;4212809;6;2014
18076;4213203;4;2014
18077;4213500;3;2014
18078;4213609;1;2014
18079;4213807;1;2014
18080;4214805;23;2014
18081;4215000;1;2014
18082;4215653;1;2014
18083;4215695;3;2014
18084;4215802;9;2014
18085;4216206;8;2014
18086;4216305;2;2014
18087;4216602;77;2014
18088;4217204;2;2014
18089;4217709;3;2014
18090;4217808;1;2014
18091;4218004;40;2014
18092;4218202;1;2014
18093;4218707;40;2014
18094;4218855;1;2014
18095;4219507;1;2014
18096;4220000;1;2014
18097;4300406;2;2014
18098;4300604;14;2014
18099;4300661;1;2014
18100;4301008;4;2014
18101;4301206;2;2014
18102;4301602;12;2014
18103;4301636;3;2014
18104;4302105;2;2014
18105;4302204;1;2014
18106;4302709;1;2014
18107;4302808;6;2014
18108;4303004;28;2014
18109;4303103;38;2014
18110;4303509;2;2014
18111;4303558;1;2014
18112;4303905;1;2014
18113;4304101;1;2014
18114;4304200;1;2014
18115;4304606;49;2014
18116;4304630;4;2014
18117;4304689;1;2014
18118;4304705;7;2014
18119;4305108;160;2014
18120;4305405;1;2014
18121;4305439;1;2014
18122;4305504;1;2014
18123;4306106;11;2014
18124;4306205;1;2014
18125;4306601;1;2014
18126;4306767;1;2014
18127;4306809;1;2014
18128;4307005;11;2014
18129;4307401;1;2014
18130;4307708;49;2014
18131;4307807;1;2014
18132;4307906;3;2014
18133;4308102;2;2014
18134;4309050;1;2014
18135;4309100;2;2014
18136;4309209;108;2014
18137;4309308;4;2014
18138;4310108;3;2014
18139;4310207;5;2014
18140;4310330;1;2014
18141;4310413;1;2014
18142;4310603;8;2014
18143;4311007;7;2014
18144;4311304;1;2014
18145;4311403;14;2014
18146;4312401;4;2014
18147;4313409;114;2014
18148;4313508;10;2014
18149;4313953;1;2014
18150;4314100;40;2014
18151;4314159;1;2014
18152;4314407;17;2014
18153;4314803;1;2014
18154;4314902;1610;2014
18155;4315602;93;2014
18156;4315701;3;2014
18157;4316402;1;2014
18158;4316600;1;2014
18159;4316709;2;2014
18160;4316808;47;2014
18161;4316907;36;2014
18162;4316972;1;2014
18163;4317103;2;2014
18164;4317509;8;2014
18165;4317608;3;2014
18166;4318002;3;2014
18167;4318200;1;2014
18168;4318408;3;2014
18169;4318465;1;2014
18170;4318606;1;2014
18171;4318705;72;2014
18172;4318804;1;2014
18173;4319000;1;2014
18174;4319802;1;2014
18175;4320008;86;2014
18176;4320701;2;2014
18177;4320909;1;2014
18178;4321006;3;2014
18179;4321204;2;2014
18180;4321477;1;2014
18181;4321501;1;2014
18182;4321600;6;2014
18183;4321667;4;2014
18184;4321808;3;2014
18185;4322400;4;2014
18186;4322509;5;2014
18187;4322533;1;2014
18188;4322608;1;2014
18189;4323002;17;2014
18190;5000807;1;2014
18191;5001003;1;2014
18192;5001508;1;2014
18193;5002001;32;2014
18194;5002308;2;2014
18195;5002704;54;2014
18196;5002902;1;2014
18197;5002951;1;2014
18198;5003207;39;2014
18199;5003256;1;2014
18200;5003306;7;2014
18201;5003702;6;2014
18202;5004403;1;2014
18203;5004700;2;2014
18204;5005004;1;2014
18205;5005202;1;2014
18206;5005806;4;2014
18207;5006200;3;2014
18208;5006606;2;2014
18209;5007109;8;2014
18210;5007695;7;2014
18211;5007935;1;2014
18212;5008305;37;2014
18213;5100250;22;2014
18214;5100805;2;2014
18215;5101704;1;2014
18216;5101803;17;2014
18217;5102504;2;2014
18218;5102678;26;2014
18219;5102702;6;2014
18220;5103304;2;2014
18221;5103403;260;2014
18222;5103502;2;2014
18223;5103957;2;2014
18224;5104807;1;2014
18225;5105101;4;2014
18226;5105150;19;2014
18227;5106273;3;2014
18228;5107107;1;2014
18229;5107297;1;2014
18230;5107578;4;2014
18231;5107602;37;2014
18232;5107875;11;2014
18233;5107909;4;2014
18234;5107925;10;2014
18235;5108402;1;2014
18236;5108600;1;2014
18237;5200134;1;2014
18238;5200258;2;2014
18239;5200605;1;2014
18240;5201108;9;2014
18241;5201306;1;2014
18242;5201405;12;2014
18243;5204508;1;2014
18244;5205521;2;2014
18245;5206206;1;2014
18246;5208004;1;2014
18247;5208608;3;2014
18248;5208707;148;2014
18249;5209457;1;2014
18250;5209705;1;2014
18251;5210208;1;2014
18252;5210562;2;2014
18253;5210802;1;2014
18254;5211404;1;2014
18255;5211503;1;2014
18256;5211909;4;2014
18257;5212204;1;2014
18258;5212501;3;2014
18259;5213806;8;2014
18260;5214408;1;2014
18261;5217609;6;2014
18262;5218052;8;2014
18263;5218805;1;2014
18264;5220207;1;2014
18265;5220405;1;2014
18266;5221452;1;2014
18267;5221601;4;2014
18268;5222203;1;2014
18269;5300108;433;2014
15881;1100015;1;2015
15882;1100122;3;2015
15883;1100155;1;2015
15884;1100189;6;2015
15885;1100205;4;2015
15886;1100288;1;2015
15887;1100346;1;2015
15888;1100452;3;2015
15889;1101203;1;2015
15890;1200054;1;2015
15891;1200401;53;2015
15892;1200609;3;2015
15893;1300409;1;2015
15894;1301209;4;2015
15895;1301308;11;2015
15896;1301852;1;2015
15897;1302504;6;2015
15898;1302603;117;2015
15899;1303403;1;2015
15900;1303536;4;2015
15901;1400050;1;2015
15902;1400100;6;2015
15903;1500107;3;2015
15904;1500404;1;2015
15905;1500602;1;2015
15906;1500800;6;2015
15907;1501006;2;2015
15908;1501303;4;2015
15909;1501402;97;2015
15910;1501451;1;2015
15911;1501709;21;2015
15912;1501725;1;2015
15913;1502152;4;2015
15914;1502202;2;2015
15915;1502400;7;2015
15916;1502772;2;2015
15917;1502939;1;2015
15918;1502954;1;2015
15919;1503606;13;2015
15920;1503804;1;2015
15921;1504059;1;2015
15922;1504208;1;2015
15923;1504422;7;2015
15924;1505031;1;2015
15925;1505502;1;2015
15926;1505536;97;2015
15927;1506500;10;2015
15928;1506807;57;2015
15929;1507201;1;2015
15930;1507300;1;2015
15931;1508209;4;2015
15932;1600303;4;2015
15933;1600600;6;2015
15934;1700350;4;2015
15935;1700400;3;2015
15936;1701101;2;2015
15937;1703107;1;2015
15938;1703701;1;2015
15939;1709500;2;2015
15940;1718451;1;2015
15941;1718865;1;2015
15942;1720200;2;2015
15943;1721000;5;2015
15944;1722107;3;2015
15945;2101400;7;2015
15946;2102325;1;2015
15947;2102507;1;2015
15948;2103000;7;2015
15949;2103208;1;2015
15950;2103307;3;2015
15951;2103802;1;2015
15952;2104057;2;2015
15953;2104677;4;2015
15954;2105104;4;2015
15955;2105302;4;2015
15956;2105906;1;2015
15957;2106631;1;2015
15958;2106904;5;2015
15959;2108504;1;2015
15960;2109759;1;2015
15961;2110005;1;2015
15962;2111300;169;2015
15963;2112209;11;2015
15964;2112456;6;2015
15965;2201739;1;2015
15966;2201903;1;2015
15967;2202604;1;2015
15968;2203305;3;2015
15969;2203701;7;2015
15970;2204600;1;2015
15971;2205003;6;2015
15972;2205102;2;2015
15973;2205581;1;2015
15974;2206050;1;2015
15975;2206605;4;2015
15976;2207504;1;2015
15977;2207702;2;2015
15978;2207900;9;2015
15979;2208007;11;2015
15980;2208205;1;2015
15981;2208403;4;2015
15982;2209351;1;2015
15983;2209377;1;2015
15984;2210003;1;2015
15985;2210201;1;2015
15986;2210375;1;2015
15987;2210607;1;2015
15988;2211001;113;2015
15989;2300200;1;2015
15990;2301703;5;2015
15991;2301901;1;2015
15992;2302057;1;2015
15993;2302800;9;2015
15994;2303501;3;2015
15995;2303709;10;2015
15996;2304004;2;2015
15997;2304103;6;2015
15998;2304202;2;2015
15999;2304277;2;2015
16000;2304400;1278;2015
16001;2304459;1;2015
16002;2304657;1;2015
16003;2304707;1;2015
16004;2305506;1;2015
16005;2306405;5;2015
16006;2307304;64;2015
16007;2307650;85;2015
16008;2308005;1;2015
16009;2308401;1;2015
16010;2308708;3;2015
16011;2309607;3;2015
16012;2309706;5;2015
16013;2310100;1;2015
16014;2310407;1;2015
16015;2311207;1;2015
16016;2311801;2;2015
16017;2312007;3;2015
16018;2312304;2;2015
16019;2312908;65;2015
16020;2313104;1;2015
16021;2313203;2;2015
16022;2313401;5;2015
16023;2313559;1;2015
16024;2313955;2;2015
16025;2400109;3;2015
16026;2400505;2;2015
16027;2400901;2;2015
16028;2401107;13;2015
16029;2401701;1;2015
16030;2402402;1;2015
16031;2402600;3;2015
16032;2403004;1;2015
16033;2403103;3;2015
16034;2403251;94;2015
16035;2403707;2;2015
16036;2405603;2;2015
16037;2405801;2;2015
16038;2406809;1;2015
16039;2407104;1;2015
16040;2407609;1;2015
16041;2407807;2;2015
16042;2408003;3;2015
16043;2408102;279;2015
16044;2408300;6;2015
16045;2408953;1;2015
16046;2409704;2;2015
16047;2409803;2;2015
16048;2410108;5;2015
16049;2410801;1;2015
16050;2411403;1;2015
16051;2412401;1;2015
16052;2501807;9;2015
16053;2502805;1;2015
16054;2503308;9;2015
16055;2503902;1;2015
16056;2504009;3;2015
16057;2504603;9;2015
16058;2505105;1;2015
16059;2506301;7;2015
16060;2506905;1;2015
16061;2507002;1;2015
16062;2507309;1;2015
16063;2507507;52;2015
16064;2508307;1;2015
16065;2508554;1;2015
16066;2510006;1;2015
16067;2510808;1;2015
16068;2511202;4;2015
16069;2512705;4;2015
16070;2512903;1;2015
16071;2513307;27;2015
16072;2514305;6;2015
16073;2514651;3;2015
16074;2515302;6;2015
16075;2516003;1;2015
16076;2516409;1;2015
16077;2517209;1;2015
16078;2600203;1;2015
16079;2601102;1;2015
16080;2601409;2;2015
16081;2602308;2;2015
16082;2602803;2;2015
16083;2602902;29;2015
16084;2603207;1;2015
16085;2603454;6;2015
16086;2603801;8;2015
16087;2604106;29;2015
16088;2604700;13;2015
16089;2605202;2;2015
16090;2605509;1;2015
16091;2605608;10;2015
16092;2605707;2;2015
16093;2606200;1;2015
16094;2606804;2;2015
16095;2607901;53;2015
16096;2608008;1;2015
16097;2608206;3;2015
16098;2608800;1;2015
16099;2608909;1;2015
16100;2609105;1;2015
16101;2609154;3;2015
16102;2609501;1;2015
16103;2609600;47;2015
16104;2610004;2;2015
16105;2610608;1;2015
16106;2610707;2;2015
16107;2611101;110;2015
16108;2611606;202;2015
16109;2612208;22;2015
16110;2612505;3;2015
16111;2612604;3;2015
16112;2613008;1;2015
16113;2613602;1;2015
16114;2613701;3;2015
16115;2613909;4;2015
16116;2614105;4;2015
16117;2614857;1;2015
16118;2615805;2;2015
16119;2616100;1;2015
16120;2616407;2;2015
16121;2700102;6;2015
16122;2700300;26;2015
16123;2701001;1;2015
16124;2701407;3;2015
16125;2701704;1;2015
16126;2702900;6;2015
16127;2704302;401;2015
16128;2704500;1;2015
16129;2706307;18;2015
16130;2706406;1;2015
16131;2706505;1;2015
16132;2707305;3;2015
16133;2707503;1;2015
16134;2708006;1;2015
16135;2708501;1;2015
16136;2709152;1;2015
16137;2800100;1;2015
16138;2800308;243;2015
16139;2800605;7;2015
16140;2801009;1;2015
16141;2802403;4;2015
16142;2802908;1;2015
16143;2803500;8;2015
16144;2804003;1;2015
16145;2804201;1;2015
16146;2804508;2;2015
16147;2804607;3;2015
16148;2804805;3;2015
16149;2805703;3;2015
16150;2806701;7;2015
16151;2807204;1;2015
16152;2807402;4;2015
16153;2900603;1;2015
16154;2900702;12;2015
16155;2901007;3;2015
16156;2901601;2;2015
16157;2902104;1;2015
16158;2902500;22;2015
16159;2902708;2;2015
16160;2902906;1;2015
16161;2903201;25;2015
16162;2904605;2;2015
16163;2904852;1;2015
16164;2904902;2;2015
16165;2905206;1;2015
16166;2905701;3;2015
16167;2906824;1;2015
16168;2907103;1;2015
16169;2907301;1;2015
16170;2907509;2;2015
16171;2908309;2;2015
16172;2908408;2;2015
16173;2910727;29;2015
16174;2910800;4;2015
16175;2910859;1;2015
16176;2911204;5;2015
16177;2911253;1;2015
16178;2913200;4;2015
16179;2913408;1;2015
16180;2913507;1;2015
16181;2913606;11;2015
16182;2914604;1;2015
16183;2914703;2;2015
16184;2914802;2;2015
16185;2916104;1;2015
16186;2916609;1;2015
16187;2917359;3;2015
16188;2917508;6;2015
16189;2918001;37;2015
16190;2918209;1;2015
16191;2918407;31;2015
16192;2919207;1;2015
16193;2919306;1;2015
16194;2920106;5;2015
16195;2920502;2;2015
16196;2920601;8;2015
16197;2921005;1;2015
16198;2921708;3;2015
16199;2922003;2;2015
16200;2923407;2;2015
16201;2923605;1;2015
16202;2924678;1;2015
16203;2925105;1;2015
16204;2925303;31;2015
16205;2925758;3;2015
16206;2926301;1;2015
16207;2926400;5;2015
16208;2926657;2;2015
16209;2927309;1;2015
16210;2927408;491;2015
16211;2927903;1;2015
16212;2928059;1;2015
16213;2928109;1;2015
16214;2928703;2;2015
16215;2929057;1;2015
16216;2929602;3;2015
16217;2930204;4;2015
16218;2930709;2;2015
16219;2931053;1;2015
16220;2931103;6;2015
16221;2931350;33;2015
16222;2931608;2;2015
16223;2931905;2;2015
16224;2932903;10;2015
16225;2933307;59;2015
16226;2933505;1;2015
16227;3100203;1;2015
16228;3100609;3;2015
16229;3101607;12;2015
16230;3101706;4;2015
16231;3102605;10;2015
16232;3103009;1;2015
16233;3103504;2;2015
16234;3104007;5;2015
16235;3104205;5;2015
16236;3104304;1;2015
16237;3104908;7;2015
16238;3105301;3;2015
16239;3105608;23;2015
16240;3105905;1;2015
16241;3106200;4753;2015
16242;3106705;35;2015
16243;3107406;1;2015
16244;3107802;4;2015
16245;3108909;1;2015
16246;3109105;1;2015
16247;3109501;9;2015
16248;3109709;2;2015
16249;3110004;1;2015
16250;3110608;8;2015
16251;3110707;1;2015
16252;3110905;1;2015
16253;3111200;2;2015
16254;3111309;1;2015
16255;3111507;2;2015
16256;3111606;1;2015
16257;3112307;1;2015
16258;3113206;2;2015
16259;3113305;1;2015
16260;3113404;24;2015
16261;3115102;4;2015
16262;3115300;6;2015
16263;3116001;1;2015
16264;3116506;5;2015
16265;3116803;1;2015
16266;3117504;1;2015
16267;3118007;1;2015
16268;3118304;41;2015
16269;3118403;6;2015
16270;3118601;186;2015
16271;3118908;6;2015
16272;3119401;38;2015
16273;3120300;1;2015
16274;3120607;1;2015
16275;3120870;1;2015
16276;3121209;1;2015
16277;3121605;1;2015
16278;3122207;1;2015
16279;3122306;62;2015
16280;3123007;1;2015
16281;3123403;1;2015
16282;3123601;6;2015
16283;3124104;3;2015
16284;3124203;2;2015
16285;3125101;23;2015
16286;3126109;2;2015
16287;3126802;1;2015
16288;3127339;3;2015
16289;3127503;1;2015
16290;3127701;116;2015
16291;3128105;2;2015
16292;3128303;9;2015
16293;3130309;2;2015
16294;3131307;113;2015
16295;3131703;1;2015
16296;3131802;1;2015
16297;3131901;1;2015
16298;3132404;40;2015
16299;3133006;1;2015
16300;3133303;2;2015
16301;3134004;1;2015
16302;3134202;1;2015
16303;3135050;4;2015
16304;3135100;9;2015
16305;3135803;6;2015
16306;3136207;1;2015
16307;3136702;273;2015
16308;3137205;1;2015
16309;3137601;9;2015
16310;3137809;1;2015
16311;3138203;30;2015
16312;3138401;22;2015
16313;3138609;1;2015
16314;3139003;1;2015
16315;3139201;3;2015
16316;3139409;2;2015
16317;3139607;1;2015
16318;3140001;12;2015
16319;3140704;2;2015
16320;3140803;2;2015
16321;3141405;4;2015
16322;3141504;1;2015
16323;3142809;4;2015
16324;3143005;2;2015
16325;3143302;71;2015
16326;3143807;3;2015
16327;3143906;17;2015
16328;3144003;3;2015
16329;3144300;4;2015
16330;3144359;1;2015
16331;3144508;3;2015
16332;3144706;1;2015
16333;3144805;9;2015
16334;3145208;3;2015
16335;3145604;4;2015
16336;3145901;2;2015
16337;3146107;1;2015
16338;3146305;2;2015
16339;3147006;5;2015
16340;3147105;20;2015
16341;3147402;1;2015
16342;3147600;2;2015
16343;3147907;22;2015
16344;3148004;16;2015
16345;3148103;3;2015
16346;3148509;1;2015
16347;3148806;2;2015
16348;3149309;10;2015
16349;3149903;6;2015
16350;3151206;3;2015
16351;3151404;2;2015
16352;3151503;2;2015
16353;3151800;152;2015
16354;3152105;6;2015
16355;3152501;58;2015
16356;3152709;3;2015
16357;3152808;1;2015
16358;3154002;6;2015
16359;3154606;4;2015
16360;3154804;3;2015
16361;3154903;2;2015
16362;3155405;1;2015
16363;3156700;26;2015
16364;3156908;1;2015
16365;3157005;2;2015
16366;3157104;1;2015
16367;3157807;7;2015
16368;3158409;2;2015
16369;3158805;9;2015
16370;3158953;1;2015
16371;3159209;2;2015
16372;3159605;28;2015
16373;3160009;1;2015
16374;3161205;1;2015
16375;3161700;1;2015
16376;3162104;4;2015
16377;3162302;1;2015
16378;3162500;9;2015
16379;3162559;1;2015
16380;3163706;5;2015
16381;3163904;1;2015
16382;3164704;43;2015
16383;3165578;1;2015
16384;3166204;2;2015
16385;3167103;1;2015
16386;3167202;126;2015
16387;3167905;1;2015
16388;3168002;1;2015
16389;3168101;1;2015
16390;3168606;20;2015
16391;3168705;6;2015
16392;3169307;3;2015
16393;3169356;5;2015
16394;3169406;3;2015
16395;3169604;2;2015
16396;3169901;21;2015
16397;3170107;18;2015
16398;3170206;125;2015
16399;3170404;1;2015
16400;3170701;60;2015
16401;3170909;1;2015
16402;3171204;2;2015
16403;3171303;29;2015
16404;3171600;2;2015
16405;3172004;9;2015
16406;3200169;2;2015
16407;3200300;1;2015
16408;3200409;1;2015
16409;3200607;5;2015
16410;3200805;10;2015
16411;3201209;2;2015
16412;3201308;23;2015
16413;3201407;5;2015
16414;3201506;61;2015
16415;3201704;4;2015
16416;3201902;1;2015
16417;3202306;4;2015
16418;3202405;3;2015
16419;3202454;1;2015
16420;3202702;1;2015
16421;3202801;6;2015
16422;3202900;1;2015
16423;3203163;2;2015
16424;3203205;16;2015
16425;3203320;3;2015
16426;3203346;1;2015
16427;3203502;1;2015
16428;3204005;1;2015
16429;3204054;3;2015
16430;3204203;3;2015
16431;3204500;1;2015
16432;3204559;1;2015
16433;3204609;8;2015
16434;3204658;1;2015
16435;3204708;2;2015
16436;3204807;1;2015
16437;3204906;19;2015
16438;3204955;3;2015
16439;3205002;82;2015
16440;3205036;1;2015
16441;3205069;3;2015
16442;3205101;2;2015
16443;3205176;7;2015
16444;3205200;128;2015
16445;3205309;268;2015
16446;3300100;8;2015
16447;3300209;15;2015
16448;3300233;3;2015
16449;3300308;4;2015
16450;3300407;20;2015
16451;3300456;1;2015
16452;3300506;1;2015
16453;3300605;1;2015
16454;3300704;5;2015
16455;3301009;111;2015
16456;3301306;2;2015
16457;3301702;54;2015
16458;3301900;3;2015
16459;3302007;38;2015
16460;3302106;2;2015
16461;3302205;2;2015
16462;3302254;1;2015
16463;3302270;1;2015
16464;3302304;2;2015
16465;3302403;187;2015
16466;3302502;13;2015
16467;3302601;11;2015
16468;3302700;11;2015
16469;3302858;64;2015
16470;3303203;7;2015
16471;3303302;95;2015
16472;3303401;22;2015
16473;3303500;117;2015
16474;3303807;21;2015
16475;3303856;1;2015
16476;3303906;85;2015
16477;3304003;1;2015
16478;3304201;58;2015
16479;3304300;11;2015
16480;3304409;1;2015
16481;3304524;75;2015
16482;3304557;994;2015
16483;3304706;1;2015
16484;3304805;1;2015
16485;3304904;5;2015
16486;3305109;32;2015
16487;3305208;4;2015
16488;3305406;2;2015
16489;3305505;2;2015
16490;3305554;8;2015
16491;3305752;1;2015
16492;3305802;8;2015
16493;3305901;1;2015
16494;3306008;3;2015
16495;3306107;11;2015
16496;3306206;1;2015
16497;3306305;80;2015
16498;3500303;4;2015
16499;3500501;5;2015
16500;3500709;4;2015
16501;3500758;1;2015
16502;3501004;2;2015
16503;3501608;20;2015
16504;3501905;76;2015
16505;3502101;2;2015
16506;3502705;2;2015
16507;3502804;88;2015
16508;3502903;3;2015
16509;3503109;8;2015
16510;3503158;1;2015
16511;3503208;38;2015
16512;3503307;15;2015
16513;3503406;1;2015
16514;3503505;1;2015
16515;3503802;9;2015
16516;3503901;3;2015
16517;3504008;29;2015
16518;3504107;48;2015
16519;3504305;1;2015
16520;3504503;19;2015
16521;3504602;2;2015
16522;3504800;1;2015
16523;3505203;1;2015
16524;3505500;48;2015
16525;3505609;4;2015
16526;3505708;16;2015
16527;3505807;1;2015
16528;3505906;9;2015
16529;3506003;250;2015
16530;3506102;2;2015
16531;3506300;2;2015
16532;3506359;28;2015
16533;3506508;54;2015
16534;3506805;1;2015
16535;3507001;16;2015
16536;3507100;3;2015
16537;3507407;2;2015
16538;3507506;19;2015
16539;3507605;76;2015
16540;3507902;5;2015
16541;3508306;1;2015
16542;3508405;1;2015
16543;3508504;14;2015
16544;3508702;1;2015
16545;3508801;1;2015
16546;3509205;3;2015
16547;3509254;1;2015
16548;3509502;448;2015
16549;3509700;2;2015
16550;3509908;1;2015
16551;3510005;5;2015
16552;3510401;55;2015
16553;3510500;29;2015
16554;3510609;5;2015
16555;3510807;1;2015
16556;3511102;17;2015
16557;3511508;1;2015
16558;3511607;1;2015
16559;3512209;2;2015
16560;3512308;3;2015
16561;3512803;22;2015
16562;3513009;28;2015
16563;3513108;7;2015
16564;3513207;5;2015
16565;3513405;4;2015
16566;3513504;71;2015
16567;3513702;19;2015
16568;3513801;110;2015
16569;3514106;1;2015
16570;3514403;14;2015
16571;3514502;1;2015
16572;3514809;1;2015
16573;3515004;93;2015
16574;3515103;5;2015
16575;3515152;1;2015
16576;3515186;2;2015
16577;3515509;20;2015
16578;3515657;1;2015
16579;3515707;2;2015
16580;3516200;145;2015
16581;3516309;5;2015
16582;3516408;11;2015
16583;3516606;1;2015
16584;3516705;10;2015
16585;3517406;13;2015
16586;3518206;1;2015
16587;3518305;3;2015
16588;3518404;14;2015
16589;3518701;164;2015
16590;3518800;409;2015
16591;3519071;1;2015
16592;3519303;1;2015
16593;3519402;2;2015
16594;3519600;6;2015
16595;3519709;2;2015
16596;3519808;2;2015
16597;3520202;3;2015
16598;3520301;1;2015
16599;3520426;2;2015
16600;3520442;2;2015
16601;3520509;89;2015
16602;3520905;6;2015
16603;3521309;1;2015
16604;3521804;7;2015
16605;3521903;43;2015
16606;3522109;79;2015
16607;3522208;24;2015
16608;3522307;13;2015
16609;3522406;30;2015
16610;3522505;22;2015
16611;3522604;47;2015
16612;3522703;1;2015
16613;3522802;1;2015
16614;3523008;1;2015
16615;3523107;6;2015
16616;3523206;4;2015
16617;3523404;23;2015
16618;3523602;5;2015
16619;3523909;60;2015
16620;3524006;8;2015
16621;3524105;3;2015
16622;3524303;68;2015
16623;3524402;97;2015
16624;3524600;3;2015
16625;3524709;2;2015
16626;3524808;18;2015
16627;3525003;15;2015
16628;3525102;7;2015
16629;3525300;48;2015
16630;3525706;11;2015
16631;3525904;104;2015
16632;3526209;5;2015
16633;3526704;3;2015
16634;3526803;11;2015
16635;3526902;102;2015
16636;3527009;2;2015
16637;3527108;37;2015
16638;3527207;3;2015
16639;3527306;1;2015
16640;3528502;4;2015
16641;3528601;1;2015
16642;3529005;134;2015
16643;3529203;1;2015
16644;3529302;3;2015
16645;3529401;90;2015
16646;3529906;3;2015
16647;3530102;5;2015
16648;3530300;39;2015
16649;3530508;8;2015
16650;3530607;118;2015
16651;3530706;21;2015
16652;3530805;15;2015
16653;3531100;12;2015
16654;3531407;11;2015
16655;3531803;5;2015
16656;3531902;7;2015
16657;3532207;1;2015
16658;3532405;1;2015
16659;3532827;1;2015
16660;3533007;3;2015
16661;3533502;13;2015
16662;3533908;11;2015
16663;3534302;6;2015
16664;3534401;115;2015
16665;3534708;86;2015
16666;3535200;4;2015
16667;3535309;1;2015
16668;3535408;2;2015
16669;3535507;12;2015
16670;3536109;1;2015
16671;3536208;2;2015
16672;3536505;3;2015
16673;3536703;32;2015
16674;3537107;4;2015
16675;3537206;3;2015
16676;3537305;38;2015
16677;3537404;2;2015
16678;3537602;2;2015
16679;3537800;4;2015
16680;3537909;2;2015
16681;3538006;5;2015
